Haryana,62697.0,69083.0,75838.0,34531.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,5.0,32.0,25.0,19.0,19.0,6.0,32.0,25.0,19.0,18.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,1.1,1.2,2.9,6.7,8.9,1.3,1.3,2.9,5.5,9.3,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,73703.0,2505.0,rs_RS_Session_266_AU_2511_1_clean.csv,75745.0,66862.0,83673.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,80908.0,india_tb_notifications_2025,26.538636363636364,20.905454545454543,11.539545454545454,69.61727272727272,29.09363636363636,2.5309090909090908,15.90318181818182,85.03090909090909,57.82818181818182,nfhs,25351462.0,13494734.0,11856728.0,16598988.0,9794067.0,6804921.0,8916508.0,6806636.0,2109872.0,7015283.0,1901225.0,16434954.0,4444365.0,2643643.0,7088008.0,4270297.0,248076.0,622942.0,3743361.0,3157367.0,210845.0,3203191.0,2112462.0,495654.0,1572760.0,4286736.0,3891502.0,3237942.0,4168621.0,450538.0,144453.0,820477.0,418399.0,65.47546646422207,878.6188745921186,37.297404291868745,58.812306645252086,3.4999396163209746,60.246785838842165,census,20.5390279549555,0.0002538565772847617,83413.0,1.0309610916102239,14.969090909090909,5.902913766463017,88.27249323387683,3.576669495858357,65.47546646422207,42.17181818181818,2024,1
Himachal Pradesh,13424.0,14492.0,16089.0,6924.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,3.0,27.0,24.0,21.0,25.0,3.0,28.0,22.0,22.0,25.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,1.0,0.8,2.8,6.2,14.6,1.6,1.0,2.3,5.8,14.5,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,13429.0,723.0,rs_RS_Session_266_AU_2511_1_clean.csv,15399.0,13577.0,15621.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,13857.0,india_tb_notifications_2025,31.54083333333333,24.674166666666665,16.103333333333335,59.94,33.4525,1.82,33.73583333333333,80.8925,53.64666666666667,nfhs,6864602.0,3481873.0,3382729.0,5039736.0,2752590.0,2287146.0,3559422.0,2043373.0,1516049.0,2062501.0,1496921.0,3305180.0,2612611.0,321052.0,2933663.0,1428783.0,41193.0,123338.0,1215027.0,907586.0,109706.0,1098553.0,139577.0,122529.0,229087.0,1294827.0,1104877.0,1020523.0,1287937.0,152194.0,25111.0,119972.0,61108.0,73.41628837330991,971.5256702355312,10.94372462003986,43.902009194648464,1.4041490109804706,48.70303780631927,census,5.561503805091928,0.0004013497730455314,14580.0,1.052175795626759,19.1075,2.0829931726991138,88.16806286122475,2.3399422496721676,73.41628837330991,46.35333333333333,2024,1
Jammu And Kashmir,8830.0,10826.0,11804.0,5253.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,5.0,27.0,22.0,21.0,25.0,5.0,28.0,21.0,20.0,26.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,2.1,0.4,1.7,4.6,8.8,1.6,0.8,1.8,3.3,7.6,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,10442.0,313.0,rs_RS_Session_266_AU_2511_1_clean.csv,11382.0,9808.0,11964.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,13143.0,india_tb_notifications_2025,26.141,21.0795,19.231,73.18350000000001,39.812,4.0015,7.6855,73.7615,63.282,nfhs,12541302.0,6640662.0,5900640.0,7067233.0,4264671.0,2802562.0,4322713.0,3195090.0,1127623.0,2644149.0,1678564.0,8218589.0,2663460.0,940172.0,3603632.0,1715557.0,57977.0,168360.0,1400207.0,1194854.0,72820.0,1028155.0,208108.0,150465.0,260306.0,1781204.0,1218471.0,1031297.0,1949265.0,44083.0,107171.0,110275.0,76556.0,56.35166906912856,888.5620138474146,26.089567414208776,54.09167750758124,1.6088490722693105,47.60633161210689,census,10.160603454330932,0.0007730809902100687,13456.0,1.0238149585330594,26.238500000000002,2.124412259631394,86.17114742575997,3.4801838811510164,56.35166906912856,36.718,2024,2
Jharkhand,45505.0,52179.0,57320.0,23890.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,5.0,29.0,28.0,23.0,15.0,4.0,29.0,29.0,23.0,15.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,1.3,1.3,2.5,4.0,4.9,1.1,1.3,2.4,3.4,4.8,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,53213.0,1272.0,rs_RS_Session_266_AU_2511_1_clean.csv,60592.0,54623.0,63913.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,58583.0,india_tb_notifications_2025,40.1775,40.38916666666667,23.09583333333333,68.21208333333333,48.594166666666666,9.093333333333334,37.38583333333333,55.30375,28.04125,nfhs,32988134.0,16930315.0,16057819.0,18328069.0,10882519.0,7445550.0,13098274.0,8424769.0,4673505.0,6818595.0,6279679.0,19889860.0,5746528.0,2049505.0,7796033.0,2829867.0,91074.0,426421.0,2968491.0,2725805.0,122465.0,1657422.0,3636649.0,171952.0,992375.0,5807476.0,1572427.0,1361867.0,5519412.0,473942.0,59926.0,85875.0,176727.0,55.55958090869887,948.4654597389356,26.28907548236392,70.79769929142168,1.1682095239976538,36.29880735497143,census,26.72604074699195,0.00045620812773316405,59855.0,1.021712783572026,44.69625,2.2668836830218653,90.14886453657248,4.231399995356613,55.55958090869887,71.95875,2024,2
Karnataka,65785.0,72435.0,80416.0,31794.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,4.0,22.0,28.0,25.0,21.0,4.0,22.0,27.0,26.0,21.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,1.2,2.2,5.7,8.3,13.5,1.4,2.1,4.9,6.8,11.7,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,65186.0,3711.0,rs_RS_Session_266_AU_2511_1_clean.csv,74493.0,65094.0,74135.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,66682.0,india_tb_notifications_2025,34.574666666666666,31.29533333333333,19.22533333333333,64.56,27.721666666666668,9.673333333333334,16.942,74.596,76.08066666666667,nfhs,61095297.0,30966657.0,30128640.0,40647322.0,22508471.0,18138851.0,27872597.0,18270116.0,9602481.0,23397181.0,4475416.0,33222700.0,10620687.0,7378379.0,17999066.0,11945467.0,638468.0,1692253.0,9433399.0,7450784.0,920192.0,7911490.0,4465369.0,833478.0,3374302.0,12567276.0,11372249.0,6749396.0,9786047.0,3033730.0,155429.0,1789119.0,917186.0,66.5310162908284,972.9380862777664,40.993121531972825,54.369748963640674,3.5472285061902658,66.36714927319007,census,49.4976586754369,0.0007422941524764839,70393.0,1.0556521999940014,25.403999999999996,5.095742190178091,87.38270709999597,3.394359296199036,66.5310162908284,23.919333333333327,2024,1
Kerala,20835.0,21872.0,23388.0,9113.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,2.0,13.0,17.0,32.0,36.0,2.0,14.0,18.0,32.0,34.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,0.6,1.2,3.1,6.9,16.9,0.7,1.4,3.4,7.4,16.9,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,17267.0,1540.0,rs_RS_Session_266_AU_2511_1_clean.csv,20558.0,17117.0,20214.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,17413.0,india_tb_notifications_2025,23.275714285714287,19.36428571428572,15.051428571428572,38.294285714285714,18.032857142857143,2.7235714285714288,20.66928571428572,98.59785714285714,70.2192857142857,nfhs,33406061.0,16027412.0,17378649.0,28135824.0,13704903.0,14430921.0,11619063.0,8451569.0,3167494.0,9329747.0,2289316.0,21786998.0,5857785.0,5360068.0,11217853.0,7284706.0,483609.0,1214644.0,6919494.0,3608956.0,893306.0,5929498.0,1577993.0,788957.0,1857699.0,7421600.0,6618914.0,7345977.0,6996527.0,563891.0,342003.0,2183566.0,665427.0,84.2237101824127,1084.3078720382305,47.78158529978954,62.36957285854968,4.311065584475033,64.93850472100142,census,27.064633224858934,0.0015542774493113728,18953.0,1.0884396715097915,1.402142857142863,5.9318570139936755,83.26199046599864,2.9779371328898674,84.2237101824127,29.780714285714296,2024,0
Ladakh,239.0,291.0,320.0,167.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,3.0,16.0,14.0,18.0,49.0,3.0,15.0,16.0,16.0,50.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,0.0,1.4,0.0,1.7,8.6,0.0,2.0,0.0,2.2,2.1,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,235.0,5.0,rs_RS_Session_266_AU_2511_1_clean.csv,328.0,257.0,318.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,260.0,india_tb_notifications_2025,30.395,20.365,17.46,91.665,35.74,3.1450000000000005,23.735,42.32,75.775,nfhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0,1.0192307692307692,57.68,,78.35365853658537,,,24.224999999999994,2024,1
Lakshadweep,20.0,12.0,11.0,6.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,0.0,42.0,25.0,8.0,25.0,0.0,8.0,25.0,33.0,34.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,6.0,1.0,rs_RS_Session_266_AU_2511_1_clean.csv,13.0,12.0,14.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,15.0,india_tb_notifications_2025,32.02,25.78,17.35,43.08,28.49,17.53,0.44,99.8,59.43,nfhs,64473.0,33123.0,31350.0,52553.0,28023.0,24530.0,18753.0,15318.0,3435.0,10804.0,7949.0,45720.0,5289.0,15953.0,21242.0,10669.0,327.0,1501.0,10023.0,4977.0,870.0,6855.0,9027.0,245.0,4109.0,7325.0,10394.0,10467.0,8934.0,1582.0,45.0,43.0,842.0,81.51164053169543,946.4722398333485,75.10121457489879,42.05818661143019,1.5394030693908296,50.22596742302985,census,0.052234176843128255,0.00348227845620855,16.0,1.0666666666666667,0.20000000000000284,3.963845212315224,92.3076923076923,3.03516618020902,81.51164053169543,40.57,2024,0
Madhya Pradesh,137648.0,166346.0,186293.0,72591.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,7.0,30.0,27.0,21.0,15.0,7.0,30.0,27.0,21.0,15.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,1.2,1.7,3.0,5.1,8.0,1.2,1.6,3.0,4.8,7.7,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,149093.0,5152.0,rs_RS_Session_266_AU_2511_1_clean.csv,178884.0,156839.0,177525.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,154546.0,india_tb_notifications_2025,34.66274509803922,31.944117647058825,18.22078431372549,67.36980392156863,47.10803921568628,10.558235294117647,17.701176470588234,64.16470588235295,37.56392156862745,nfhs,72626809.0,37612306.0,35014503.0,42851169.0,25174328.0,17676841.0,31574133.0,20146970.0,11427163.0,22702119.0,8872014.0,41052676.0,13453987.0,5044776.0,18498763.0,10044644.0,212473.0,883603.0,6886675.0,6074734.0,359303.0,4811219.0,5947760.0,401774.0,2815403.0,14338709.0,7063671.0,4313282.0,13602044.0,1002274.0,187638.0,347169.0,426457.0,59.00186114469107,930.932099722894,27.270882923360872,73.52947870081907,1.1485795023159115,54.29900366851557,census,58.84015921173358,0.0003807290982085177,159698.0,1.033336352930519,35.83529411764705,2.3053271183592114,87.676371279712,3.9260359733242702,59.00186114469107,62.43607843137255,2024,2
Maharashtra,159663.0,199976.0,234105.0,90215.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,5.0,31.0,27.0,20.0,17.0,5.0,31.0,26.0,20.0,18.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,1.4,1.4,3.4,5.9,8.9,1.6,1.2,2.8,4.7,8.1,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,186706.0,6069.0,rs_RS_Session_266_AU_2511_1_clean.csv,205909.0,182758.0,214670.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,201440.0,india_tb_notifications_2025,,,,,,,,,,,112374333.0,58243056.0,54131277.0,81554290.0,45257584.0,36296706.0,49427878.0,32616875.0,16811003.0,43762890.0,5664988.0,62946455.0,17519193.0,16050569.0,33569762.0,20004164.0,1379351.0,3174031.0,16458761.0,12799041.0,1495311.0,13525610.0,7264830.0,1407482.0,5941782.0,21818504.0,20351899.0,12653950.0,19331240.0,3757010.0,389057.0,2089655.0,1726271.0,72.5737700262924,929.403103436056,47.81257907041462,57.58527570138865,4.108909083120697,59.5898296806513,census,91.04246401672923,0.000451958220893215,207509.0,1.0301280778395552,,5.142339108629963,88.75668377778533,3.3474867352351203,72.5737700262924,,2024,1
Maharastra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.10638888888889,36.4375,25.787777777777777,70.3375,37.8175,11.943888888888887,15.079722222222223,71.6463888888889,73.48027777777777,nfhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.353611111111107,,,,,26.519722222222228,2024,1
Manipur,1563.0,1793.0,2554.0,900.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,3.0,17.0,21.0,25.0,34.0,3.0,19.0,20.0,24.0,34.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,1.3,1.1,2.4,3.8,5.7,1.7,1.1,2.2,1.9,6.0,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,2067.0,67.0,rs_RS_Session_266_AU_2511_1_clean.csv,2522.0,1813.0,2561.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,2313.0,india_tb_notifications_2025,24.61333333333333,13.746666666666666,9.934444444444445,41.964444444444446,60.89888888888889,42.27444444444445,37.376666666666665,71.34777777777778,59.02222222222223,nfhs,2855794.0,1438586.0,1417208.0,1908476.0,1039858.0,868618.0,1304610.0,739408.0,565202.0,974163.0,330447.0,1551184.0,397837.0,212127.0,609964.0,346635.0,10886.0,45707.0,291705.0,265308.0,15423.0,240325.0,226207.0,30423.0,100452.0,463270.0,259448.0,452865.0,474799.0,24691.0,80450.0,175563.0,19524.0,66.8282095977511,985.1395745544584,34.776970444157364,77.84049550465272,1.7846954902256529,56.82876366474087,census,2.313682453485096,0.0010002950512257225,2380.0,1.028966709900562,28.65222222222222,3.2008446400115416,71.8873909595559,4.681905817392502,66.8282095977511,40.97777777777777,2024,2
Meghalaya,4139.0,4152.0,4989.0,2057.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,6.0,35.0,30.0,18.0,11.0,7.0,34.0,31.0,19.0,9.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,2.9,1.8,4.3,7.7,9.6,2.5,1.7,3.7,8.3,12.6,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,3890.0,180.0,rs_RS_Session_266_AU_2511_1_clean.csv,4493.0,3840.0,4318.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,4268.0,india_tb_notifications_2025,42.99818181818182,25.439090909090908,13.696363636363635,41.93,59.27,27.86636363636364,34.480909090909094,83.3790909090909,26.654545454545453,nfhs,2966889.0,1491832.0,1475057.0,1785005.0,913879.0,871126.0,1185619.0,703709.0,481910.0,921575.0,264044.0,1781270.0,553593.0,167874.0,721467.0,327958.0,8079.0,40872.0,231409.0,210473.0,8231.0,181191.0,71766.0,28837.0,28858.0,425544.0,213180.0,338650.0,441123.0,84063.0,46433.0,125335.0,13553.0,60.16419893025995,988.7554362689632,23.268423919597154,61.14250547842105,1.1198017372935976,45.4571033740975,census,2.40368843857013,0.00056318848138944,4448.0,1.042174320524836,16.620909090909095,1.8785335989033456,85.46628088137102,4.112300354693978,60.16419893025995,73.34545454545454,2024,2
Mizoram,2334.0,1749.0,2085.0,981.0,rs_RS_Session_260_AU_618_A_to_B_i_clean.csv,8.0,31.0,32.0,16.0,13.0,6.0,32.0,30.0,18.0,14.0,rs_RS_Session_266_AU_1736_A_to_C_3 (1)_clean.csv,0.7,1.6,3.3,5.9,13.3,3.4,2.6,5.8,4.6,16.3,rs_RS_Session_266_AU_1736_A_to_C_4_clean.csv,1985.0,102.0,rs_RS_Session_266_AU_2511_1_clean.csv,2115.0,1541.0,2163.0,rs_RS_Session_267_AU_3467_1_clean.csv,india_tb_reports,2138.0,india_tb_notifications_2025,29.2875,13.29125,10.03875,46.025,73.76375,62.62875,25.36,94.145,75.68875,nfhs,1097206.0,555339.0,541867.0,848175.0,438529.0,409646.0,486705.0,290740.0,195965.0,415030.0,71675.0,610501.0,123347.0,146084.0,269431.0,186155.0,5605.0,33650.0,160756.0,141254.0,3694.0,121725.0,9425.0,16072.0,30575.0,217960.0,165969.0,203185.0,145538.0,70292.0,14706.0,67604.0,17044.0,77.30316822912015,975.740943819901,54.21944765079,54.01679836395961,2.080309986601393,69.09190108042505,census,0.8889248559449907,0.000415774020554252,2240.0,1.047708138447147,5.855000000000004,6.325923891460151,72.86052009456266,4.072307937839373,77.30316822912015,24.31125,2024,1
